City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
316,kotabumi,-4.8333,104.9,299.5,86,100,0.42,ID,1713923072
317,fort st. john,56.2499,-120.8529,288.09,23,100,2.06,CA,1713923072
318,san pedro,14.35,121.0167,306.66,70,20,3.09,PH,1713923020
319,grand-fort-philippe,50.9996,2.1078,279.83,71,100,7.14,FR,1713923073
320,amherst,41.3978,-82.2224,283.33,91,100,2.68,US,1713923074
321,longjing,42.7714,129.4233,283.02,65,100,3.08,CN,1713923075
322,geraldton,-28.7667,114.6,295.38,33,97,12.35,AU,1713923076
323,fatsa,41.0278,37.5014,287.04,50,83,4.0,TR,1713923077
324,la'ie,21.6477,-157.9253,302.13,73,3,4.02,US,1713923077
325,el rosario,24.2556,-107.1828,295.31,61,3,2.07,MX,1713923079
326,bonthe,7.5264,-12.505,299.87,82,20,2.12,SL,1713923079
327,velizh,55.6056,31.1967,272.47,84,32,1.87,RU,1713923080
328,st. john's,47.5649,-52.7093,274.9,75,75,2.06,CA,1713922624
329,ambon,-3.6954,128.1814,304.23,74,40,1.54,ID,1713923081
330,palmer,42.1584,-72.3287,283.93,45,85,0.45,US,1713923082
331,kete krachi,7.7939,-0.0498,300.77,76,100,2.94,GH,1713923082
332,gornozavodsk,58.3758,58.3211,272.63,74,100,7.35,RU,1713923084
333,carnarvon,-24.8667,113.6333,301.24,34,0,9.98,AU,1713923084
334,coquimbo,-29.9533,-71.3436,288.82,84,43,0.81,CL,1713922861
335,mogok,22.9167,96.5,301.31,34,23,1.55,MM,1713923086
336,bubaque,11.2833,-15.8333,298.83,69,6,6.73,GW,1713923086
337,derzhavinsk,51.1,66.3167,284.94,64,100,6.4,KZ,1713923086
338,chibougamau,49.9168,-74.3659,269.94,93,100,4.12,CA,1713923086
339,whangarei,-35.7317,174.3239,294.82,43,0,0.47,NZ,1713923088
340,taoudenni,22.6783,-3.9836,303.24,13,24,5.27,ML,1713923088
341,vadso,70.0744,29.7487,273.64,93,100,6.17,NO,1713923092
342,terrace,54.5163,-128.6035,279.94,93,100,9.26,CA,1713923092
343,baud,20.8333,84.3167,305.96,37,0,1.3,IN,1713923092
344,el tigre,8.8875,-64.2454,302.36,54,34,6.75,VE,1713923094
345,salinopolis,-0.6136,-47.3561,299.43,90,93,3.35,BR,1713923094
346,muynoq,43.7683,59.0214,291.7,60,100,5.29,UZ,1713923095
347,san antonio de pale,-1.4014,5.6325,301.63,77,100,3.73,GQ,1713922996
348,tazovsky,67.4667,78.7,260.8,92,61,4.58,RU,1713922629
349,huedin,46.8667,23.05,279.38,94,100,0.62,RO,1713923096
350,amga,60.8953,131.9608,276.21,99,100,3.03,RU,1713923097
